评论内容,情感得分
才十四岁他就已经开始施暴，没得洗，坏透了,-0.487345590759
地狱空荡荡，恶魔在人间,-2.472977059653
这他妈说的是人话吗,-1.750071401407
她14，你45，不是养父女，那就直接按性侵未成年定罪吧,-0.8943492090559999
蓄谋已久的计划，钻了法律的空子,-0.651016019427
你有什么b脸维权？,-1.0221317453083998
真的是不要脸,-2.92243843241
将适度钻空子,-0.032269557480000044
可怕的是，如果因此这个案件无法定罪，在男权世界里他不会遭到道德审判，反而会当作完美脱罪样板被争先效仿！法律和社会道德的双重崩塌！,-4.185776773759999
在发收养帖的时候不知道你没法办领养手续吗，特别是对你这种专业律师？,-0.10894776110799997
姓鲍的，你直接死吧!,0.9084002199590001
我就想骂粗话！你是觉得全国人民都是傻子吗？十四岁的孩子，你说她主动和你恋爱？人怎么能无耻到这种程度？,-4.9498968124057
跟他用“您” 他配吗？,0.0
不好意思，我礼貌的骂一句 你??？？,-1.7156633683011
鲍那个什么玩意儿要脸吗？！,-0.08438854100999982
难得没有人意识到，那个女孩的母亲才是真正的原罪吗？,-0.09276960737599996
14岁孩子都懂事了吧？14岁还把孩子送掉...,3.0377344336402996
当童养媳就是一到14立马和她发生关系吗？她14岁的时候真的懂这些吗？你都4.50了，为什么不娶妻生子反而等着一个十来岁的女孩下手？,1.791948482322
她说自己从小被遗弃渴望亲情，他给小女孩的亲情就是强奸她？还说得自己很感动，说些什么混账话，说这些是想说小女孩勾引你吗？十四岁的小孩子毛都没长齐呢，道貌岸然的死垃圾，滚蛋,-9.234303315902
把羊羔送入虎口，还指望老虎不吃？！谁之过。你会把一个14岁女儿送给一个40岁光棍养吗？！,6.191140432466
我的妈呀，原来世界上真的有恶魔??，这岁数也能这样说？虽说爱情不分年龄，但是请先扪心自问，这是正常人干的出的事儿？请回炉重造吧！！！！,-5.789226318387
我都要气死了,-3.87535769686
不是人不是人！！,0.0
请法律给他制裁！！,0.558262858198
有些公众号乱带节奏真的带偏了。不管怎么样孩子是无辜的，希望大家不要乱发言造成二次伤害！！,-8.193484556302241
她妈妈的确让人难以理解，不是一个合格的妈妈，但是最重要的现在是先算清鲍的罪行,-0.9480070345239999
对于有些缺德的媒体，我觉得脏话已经不足以表达了,-4.452618456424
她只是一个孤立无援小女生啊 才14 一个内心很敏感的年纪承受的太多了…,-4.714698226038
我特么要气笑了??律师不知道单身不能收养？不能收养就改结婚，反正要住一起？从女儿到老婆，你接受的挺快啊，将来要分你千万家产的哦,0.5150826419281
为了援助贫苦少女这么无私奉献的吗,4.855226352364
鲍毓明强奸的不仅是小女孩，还有中国法律！这次严惩不了他，就是对中国法律赤裸裸的挑衅和嘲笑！谁让你漏洞那么大的！    以后谁来保护年满14周岁的未成年女性！ 就中国的性教育程度，未成年大部分都不知道性行为意味着什么！哪来的鬼自愿！,-7.637781823273402
本案的问题在于：法律应该界定，未成年少女不满18岁，即便主动成年人也要拒绝，鲍没有，这就是犯罪；这就好比义务教育，你不履行义务教育，就是违法，与未成年人自主自愿无关！,3.4228370731150997
姑娘，如果这人维权成功了，那就趁你还没满18岁赶紧去捅死他吧，没别的办法了…,0.3139773464515998
先好好判案，别混淆视线！,-0.1099810990570001
显这男的pua啊，给孩子洗脑这是关爱，对她好，精神操控后，再性侵。回过头再找女孩纸说过他好的话，来当挡箭牌。太生气了。变态!,-9.1469874542789
时刻关注，首恶一定要严惩不贷！,-0.688223318405
小女孩，真的真的真的只希望你别那么害怕，一点点也好。不要怕。,-3.24925757794
很多大哥哥大姐姐都在的。 真的我泪流满面，你已经很勇敢了。不要怕,0.6726351595579998
标题这么大的二元语义，难道编辑发出来之前都不审查么？太不专业了,2.5196960225681
果然是律师，真是验证了那句“就怕流氓有文化”还是从事专业！鲍律师！,4.36753183249
我觉得这件事给所有女性上了一节课，苍蝇不定无缝的蛋，一个巴掌拍不响。如果夫妻离婚，孩子也不要跟着这样的母亲。,1.6081501857233
请持续报道，这个热度如果下去了，就真的下去了。最后因权势而不了了之的案件太多了真的很心疼这个孩子。太不容易了，遭受了这么大的痛苦和折磨如此勇敢站出来求个公道，居然还有媒体和个人蹭热度，甚至谋取利益还有冷嘲热讽，果然人心难测,-7.654810759112699
别tm转移视线了,-2.86376645072
难道就没有人思考童养媳吗？假设当初她妈是把她卖给了鲍某某，但是没到法定结婚年龄，鲍某某认为其是童养媳，所以就与其发生夫妻关系，也就是在鲍某某眼里认为此事并无不妥，在烟台地方警察局也认为并无不妥，所以撤案。就是目前我国童养媳问题，在小地方是默认未解决问题！,-1.9419196475511002
其实，不管鲍毓明怎么说，内心的肮脏和龌龊是洗不掉的，年龄??不满14周岁，都不是其将罪恶的黑手伸向未成年人的理由，希望从法律层面对此类现象和问题予以严惩。他作为律师肯定深谙法律的底线，法律要保护未成年人不受侵犯，就要斩断这些人伸向未成年人的罪恶黑手！,-6.219283011418499
一个14，一个45，别侮辱了爱情,1.2544840619
别嫌弃x教育太早，坏人不会嫌弃你孩子还小,-2.9487403815671
禽兽不如,0.0
死一死，谢谢,2.9393605944
鲍毓明:我没做，至于细节，等我和我的团队商量一下怎么编,4.1718147316123
如果学校不提供性教育，那么我就会给我的孩子提供性教育,1.8128723620359
你核不核实的...它性侵也是事实呀，那先把这个罪定了呗，咋地养不养父跟这个有啥直接联系吗？还是说不是养父就能避开这个罪？,-3.511063205292
把强暴幼女装上老少恋的外衣真的可以很逼真，因为认知不健全的少女会自己劝说自己。但是社会不是由少女组成的，社会还有大人，心智健全的人格完善的大人。大人要看看清楚，大人要救救少女。,-3.0474523283529997
建议原地去世谢谢,2.1030746067264
这真是狗嘴里吐不出象牙,1.84009862425
鲍某明45，他父母六七十岁吧？问一个十几岁的养女要不要嫁自己儿子也张的开口吗？你们老两口生的是一个龙王还是怎么滴？,7.294210789233001
看他啥时被病毒盯上并战胜,-0.07194101832
选项里就没有相信这个选项。。哈哈笑死了，连新浪都不支持的洗白。。,10.344852960445
此人不死，天理难容画重点说14岁，一米七 ，客观上辨别不出来是幼女，为自己逃脱罪行的说辞,-2.7700807624202
说一千道一万十四岁你下得去手你就是个混蛋,-2.012785474776
正畜牲，公开照顾时就是养女，爆光了同住同睡就是恋爱。那个女孩心态都被宠得变态了，喜欢享受物质同时又接受不了包养的心态。,6.995846606788
中国可以把对孩子的性教育提上程吗  看起来个个人模人样 暗地里都净干这些事情  还对性羞于启齿  “一个小姑娘 不要每天强暴强暴的挂在嘴边”我真的是服了,-5.8746537354691
显这男的pua啊，给孩子洗脑这是关爱，对她好，精神操控后，再性侵。回过头再找女孩纸说过他好的话，来当挡箭牌。太生气了。变态!,-9.1469874542789
如果这个畜生不被法办，那也真是时代的悲哀，中国的耻辱！,-8.668449702749
孩子的亲妈绝对有连带责任，怎么回事她不清楚吗？,-0.0437596029797
法律应该要修改了。凭什么满14岁就有性同意能力，最少也要增加到16岁,0.3219791077199998
1，这个老包肯定是个变态；2，孩子她妈也绝不是个好东西；3，孩子的亲爹哪儿去了？,-1.5527156836007001
如果这个畜牲不被法办，那也真是时代的悲哀，中国的耻辱！,-6.223757176429
有人嫖娼就被关了半年，这个如此罪大恶极却没事,-4.6517763360328
懂法律会钻空子诶,-2.241610252053
期待他去世的好消息,0.9314964617899999
最好遗臭万年,-1.01631669363
请不要过于复杂化事件而偏离重点，根源是恋童问题，中国的性教育和心理健康问题应当得到重视,-1.7016957396274
再调查，为什么说再这个字，之前的调查不不认真吗，但要知道一个14岁女孩和一个40岁的大老爷们，14岁小孩有那么深的心机吗？网上不要脸投票是否允许14岁_18岁女孩自愿性行为，哪个当父母的能同意，没有看到有关部门给个态度，，不能再让任何一个人受到这样的伤害@CCTV焦点访谈 @凤凰网 @人民日报,4.0924037281529
48岁跟14岁 你这老东西怎么解释都不能脱罪,0.08730063948099986
别废话了，和14岁孩子发生关系就没得洗！！！！,-0.2849539783157001
不说别的要是以前，我先给你割了,-2.193746185209
美国人在中国强奸幼女，希望他赶快去世,-3.85474433194
严惩变态恶魔！支持受害女童！强烈关注此案进展情况！,-6.593334752700001
最后一句特殊关系是什么意思 言下之意他们还有情感纠葛 我呵呵呵呵,0.3329137541120001
请问啥叫“常人无法理解的特殊关系”？怎么着？这是想洗成旷世忘年虐恋的节奏？性侵就是性侵，扯什么无法理解,-8.65414056541676
这样的人还是赶紧去世的好,-1.127059953839
一个四十多岁的老男人强行睡了一个刚过十四岁的小女孩，还舔个脸说“维权”，真是天大的讽刺！这不是万恶的旧社会。,-9.3269173523459
若不受到合理制裁，天理难容,-0.150198467268
说实话，事已至此，我就想看看这个学法的高级知识分子，是否真的能钻了法律的空子！,-2.5538359579386
赶紧股票跌停,0.640331116938
加强医疗机构、儿童福利院的审查异常重要,2.6880255353801004
这个事情告诉我们，年满14岁的女孩子，如果你遭受了性侵害而又没有能力固定证据的时候，刑法没法保护你们。但是如果你想尽任何办法杀了对方，未成年人保护法会保护你们的……,-2.4365392875843006
以前看法律方面的美剧印象最深刻的情节就是美国法官在法律文件没法定罪的情况下当庭宣判有罪！而且面对嫌疑人一脸问号的时候还要跟上一句：“也许是时候改变那些法律了！”希望就像这位老师说的一样，在鲍某的这个案子上，也是时候去改变中国的一些法律了！,-4.7037614844809
没有想到看讲法律居然激动的哭了，求求国家制定这种法律保护未成年人,-1.13449944616
如果你有能力的话。应该用你的力量你的知识去改善一下刑法。强奸才3-10年 太轻了。阉割后死刑一点也不为过。疑点利益归于被告都是保护罪犯的 或许我偏激了。但整个中国出过多少这种案件 又无法制止甚至法律力量也不过如此,-7.000001386852668
关键是取证太难了，但还是要尽一切手段。,-1.396753768979
案件重点在女孩是被强迫的！就是强奸未成年人！这没得洗！,-4.915540240615
罗教授给力！,1.051682330343
我好想学法,-1.1956767961080002
让姓鲍的无声无息地消失，那才是苍天开眼！自古以来法律根本不是“正义的化身”，可千万别指望它什么……,-3.4675689233090004
法律虽然没法改变人心 但是法律至少应该有所作为,0.5442448856712003
14岁的心机仙人跳少女和44岁的傻白甜法律高管。,1.6687688957630002
我想上这个老师的课，我想学法,-2.506191656483
法律虽然不能改变人心，但法律应该有所作为,2.5774470462620003
滥用信任地位剥削性利益罪，法律应该有所作为，说的太好了,-2.6893383551919996
最后一句说得特别好，法律应当惩治严重的不道德行为！,-1.9816206090025
转发微博，让坏人得到应有的惩罚！！！,-0.4375801554330001
正解,-1.17730980121
有一个细节，说这个女孩14岁身高就一米七了，要不就是遗传因素，要不就是隐瞒了年龄？,2.746821108416
10年太少了，他还能在监狱中减刑，出来改名换姓又可以继续做人。可是那个孩子的一生都有阴影。也别说什么她能走出来，她会走出来，她如果做到了是因为她强大，而不代表伤害就不存在。,2.1872198146218
希望鲍毓明得到严罚！！！,1.03220855601
14岁的心机仙人跳少女和44岁的傻白甜法律高管。,1.6687688957630002
性侵这事不曝出来难道就查不到了吗……,-1.191682719374
恋童癖洗你??呢？孩子缺失亲情，就算说爱你，你把这当爱情，还性侵她？真的是禽兽不如,0.2737029034192999
法网恢恢，疏而不漏。总有他露出马脚的时候。严办。,0.901946754801
吊销律师从业资格证,-1.600344087956
四十多岁的人你说你在跟一个13岁的小学生谈恋爱？！谈你大爷！！！真TMD敢洗！！！我TMD真想活剐了他！！！！！！！！,-2.5279607448509998
这种披着人皮的衣冠禽兽，简直令人发寒，太可怕！！,-3.522392614249
我看到视频里被小女孩挣扎时踢破的床单，禽兽父亲给小女孩写的保证书“给我现在的女儿，未来的妻子”，我甚至看见了女孩自杀时伤痕累累的手臂。这个世界怎么了，我以为的世界是光明的。公道正义的光芒，会洒在我们每一个公民身上，犯罪之人无处躲藏。      给这个可怜的女孩一个公道吧！,-0.6116818516740005
这样的人当律师也太恐怖了吧,-4.0353198242640005
人家国籍都换了呢律师协会还一副没睡醒的样子,-1.1082436916104002
大家一定要让热搜坚持住，再完美的计划总是会有漏洞的，最后一定有办法扳倒他,-1.080958908458
除了养女案，希望彻查他以往的生活和交易，我不相信这样的禽兽忍到四十五岁才开始对小孩子下手，不知道祸害过多少人,-0.1803824185499996
她14，你45，不是养父女，那就直接按性侵未成年定罪吧！,-0.8943492090559999
人面兽心,0.0
知法犯法，罪加一等,-1.1475549543
四十多岁的老男人和十四岁的小女孩相爱，自愿发生关系，那女孩为什么要上诉那么多次，为什么要自杀，为什么不在你们美好的爱情中沉溺，为什么不像你说的那样继续享受你给他的优待。希望你不要侮辱爱情，恋童就是恋童，性侵就是性侵。这位勇敢站出来的女孩，你没有错，加油！,8.6805717345551
鲍毓明下地狱,-1.10771125757
不要脸,-1.66311669804
这个人的底就应该扒的干干净净内裤都不剩希望大家一起骂他，我不管证据现在是否足够指控犯罪，但我就是要骂他，因为14岁女孩用伤痛换来的大众舆论关注，他绝不可能是无辜的,0.14957063103029977
必须严惩,-2.70720959139
希望女孩子学会自己保护自己！！,3.1799377217519997
天眼妹！！送养孩子的产业链你注意了吗,0.16933267133029983
可对照《南风窗》这篇报道阅读。二者对事件的报道有多处不同  网页链接,3.1110119587900003
p5-9为4月12日财新网报道：《特稿|高管性侵养女案疑云》，来源链接： 网页链接,3.3204165894570004
他那么懂法，怎么可能不知道单身没法办收养手续,-4.772749990014
这种人怎么可能说实话,-0.461018512652
求扒中青报牵线人。,-1.188860469305
财新网那个记者还活着？,0.0
单身男性收养女性必须相差四十岁，这人敢往这里靠,2.001625862526
天眼妹我爱你,-1.24572954954
办不了收养就办结婚？一个40岁的人假装跟14岁小女孩是在平等地&quot;谈恋爱&quot;？这篇报道屁股歪的没边了,0.188901029129
女儿＋妻子真的是吐了，谁会把女儿当妻子，谁会把妻子当女儿,-1.9773100916730004
天眼妹可以扒扒财经网吗？,-1.440446617608
眼美永远吃瓜第一名,2.01287583748
他对孩子的百般寻找，恋童癖之心，路人皆知，没得洗,0.42718984644929997
看文章的意思这个女孩心理有问题，但是无论如何洗，你就是恋童+性侵鲍垃圾几年前的聊天记录还留着，是正常人办的事，不是蓄意保留日后所谓证据？女孩的妈妈因为有一个儿子，所以对姑娘就是找人领养？法律有没有规定过，无论是否是情侣，和未成年人发生性关系就是性侵？2020年了，赶紧把14岁改成18岁吧。是否自愿的问题，赶紧想办法解决啊，没人在那个时候能录像啊,-3.829577706282971
财新网的报道，信它一成都死,0.6222338478980001
吃瓜最前线：天眼妹,-0.2123162378700001
财新网的那篇报道把我看吐了,-2.0491862146669
知乎，送养孩子信息交易平台,1.2588486969527
继续挖  特么我总觉得这个渣利用女孩弱点干些禽兽的事 还把法律的空子当作后路,-2.2957448843960004
从鲍变态甩出的证据就可以看出，一开始就居心不良，完全就是计划好的，把聊天记录都截图保留，完全就准备好了钻法律空子,-1.8189046803326998
你就说是不是未成年吧？是的话就是性侵！管你是不是自愿,-2.5606649938498998
鲍律师业务挺熟,1.725473517033
鲍毓明为了给自己开脱现在是不要脸了是吗 小女孩对性了解几分？婚姻观成熟多少？就说嫁给这样一个油腻大叔 反正我不信 性侵就是性侵 开脱你吗呢,-3.2692378194889002
鲍毓明洗你??呢！,-0.487345590759
财新网垃圾一样每次都给坏人洗地。就是助纣为虐，早晚和他们维护的恶人一块下地狱。,-8.235281701516602
小芳还表示，她使用的QQ号是鲍毓明用他的身份信息注册的，他知道密码，此前经常登录小芳使用的QQ号检查聊天记录等信息，不排除鲍毓明“自己跟自己对话”,2.4844505410543998
从来没有见过如此厚颜无耻的人还给自己洗，禽兽不如,-0.8237746478920001
那正好……现在公安可以去查一下……这段对话的时间，这两个QQ登陆的时间，IP是不是同一个客户端或者地点和手机地点是不是高度重合。这个变态只想拿自己无罪的证明，没想到作茧自缚了。这变态虽然是个司法从业人员的老手，可是作为罪犯，他是个新手。,3.2180578212517
1.确实发生性关系。2.发生关系时刚满14周岁。不管将来剧情如何反转，这两个事实是确定的。,-0.011232266052199735
这个人太垃圾,-1.0681019878
正常的人会愿意把一个14周岁陌生女孩带身边养吗？避嫌都来不及,3.5658448973929997
这就对了。这货当然会千方百计制造或伪造对话记录，一个干法律的高管，这应该是最基本的。,-0.65574595111
不信聊天记录是伪造的,-0.36215893478600003
早点查出真相！,-1.5545309791952
@304兔妈妈：@304兔妈妈：我是一个独自带着智残孩子的妈妈，现在也在被所谓的上市公司，总裁这种人赶尽杀绝，投诉无路。所遇全是烟台派出所这样的人。求大家关注我。,-5.352334223552701
想到《房思琪的初恋乐园》…不论真假…未成年心智都不健全…xq是事实，犯罪就是事实…,-0.6223362011505998
我洗你??呢！吃你??的人血馒头,-0.661925901279
这是要反转？,0.0
好复杂，只有当事人自己最清楚,-0.52476362641
死变态！！！,-1.97078448163
女孩这话的很对：不管他如何辩解，都无法改变性侵事实。,-1.2465995806280001
“十三岁的小女孩跟成年人调情的时候，应该让她走开，而不是给她倒酒。”——《水果硬糖》,-0.9969972297155798
女孩可以装女人，但不表示她们能做女人的事情。如果一个女孩想尝试与你调情，你应该制止她，而不是鼓励她；如果一个小孩说，来杯鸡尾酒，你应该把酒拿走，而不是与她干杯。,5.4237089327524
有一点我希望大家明白，被“性侵”从来都不是受害者的错，长相和穿着也从来不是成为被“性侵”目标的理由，我们应该在事情未发生之前做好保护，但更应该从小教育孩子们不要去当施暴者。这个社会没有我们想象的这么完美，的正是因为有了黑暗，才能更好的去衬托光明的可贵,4.097696536047901
来了来了，带着脏水走来了,0.0
他自己自导自演的，料到有一天东窗事发，给自己找活路,-5.723727394881
补充一下，这个鲍，大家可以网上搜一下，据媒体报道，是用美国护照，买的烟台大房子，他是美国人。他在中国生活，极有可能拿的是永居证。永居条例到底是怎么回事，永居证到底是发给谁的，是个大问题。,2.8928491121490003
兽人不配拥有人权,2.085147264149
聊天记录不能造假吗？？？当事人真是“准备充分”啊。,-2.4740739650799997
不否认这位母亲存在很大的问题，但是我们更关心那位鲍先生的结局。,1.8339238900800001
今年畜牲格外多,0.0
有一点我希望大家明白，被“性侵”从来都不是受害者的错，长相和穿着也从来不是成为被“性侵”目标的理由，我们应该在事情未发生之前做好保护，但更应该从小教育孩子们不要去当施暴者。这个社会没有我们想象的这么完美，的正是因为有了黑暗，才能更好的去衬托光明的可贵,4.097696536047901
养女叫星星不是挺好的，一会兰儿一会小芳，这是干啥呢,0.49181958706530016
我猜测真相可能出乎大部分人预料，女孩不无辜，她妈很邪恶，而这男的心里变态，但不管怎么样，性侵幼女没得洗,-6.536023818218499
希望他下一条热搜是去世,-1.44963713018
真实性都没有确认你就发出来？ 有证据给法庭说去,-0.1685413320857
别洗了行不行,0.0
自己跟自己对话？,0.026098562609
聊天记录太好伪造了，控制小女孩自由，自己拿两部手机随便发什么都行,0.08289411965200016
一个熟悉法律漏洞的「专业人士」，人面兽心的罪犯，这场官司需要耗费很多时间和精力。不要急，我们一点点推进，总有突破口，等到最终的正义,-2.2931143443437
吃一堑长一智，希望不要再有人重蹈覆辙。,-1.61228417226
中国人就这么点素质，别说本科以上教育的人还有很多不能独立思考的，大专，未接受过教育的就更加了。他们思维简单到，非黑即白。这么长的时间里，如果真的是激烈反抗还会到今天？他们之间也一定是有感情的（无论是不是畸情，抑或是斯特哥尔摩综合症）,-3.420205156740151
祝恋童癖帮凶迟早有一天自己的孩子也被恋童癖糟蹋哦,-3.9320604393087004
一个40岁的男人说和一个14岁的女孩产生爱情。他怕什么舆论？他既不怕法律也不怕舆论。他的后半生一定要被很多人“照顾”至死才不枉此生啊。,3.438948487982
舆情汹涌，这种情形已不可避免了，然，逍遥法外的案例不乏存在，网民更多时候是在平衡、宣泄自身的各种不平的感受和情绪吧~,1.5653097859967002
嗯！她妈妈也有很大问题,0.578935575346
静待调查结果吧,0.0
舆论并没有审判完他，如果舆论已经审判完他，他早就消失在这个世界上了，怎么还会这么磨磨唧唧的调查?怎么还会有他和她姐姐发言的机会?舆论已经很宽容了，广大网友已经很宽容了。,-0.8949199628729996
不知道新闻会不会出现反转。这年头啥人都有，什么事件都会出现,-0.8951225713948999
一看他就明显有问题啊，一个学法的领养不走法律渠道，明明自己知道十四周岁没法领养，那还收养干啥？真的是我都不理解那些说女孩有问题的咋想的,-5.7341088281555
很想知道他一个未婚的有钱男人发布收养信息的原因是什么？,0.5445121348754002
舆论能审判他最好，就怕最后舆论都审判不了他,-1.085491950382
就算事实不是这样，网友也不会同意，也许女孩和她母亲也在说话，而事实证明她们两个人说的话有非常大的漏洞,-1.529916858423
4月13日，当事女孩的律师表示，女孩状态很差，患有重度抑郁焦虑及创伤后应急障碍。,-8.1016157139442
这个人渣是美国籍,0.547738064926
舆论能持续多久啊，对于这种人来说算得了什么？这件事要是最后不了了之，最后恐怕会变成他们一群中年猥琐男得意的谈资，说不定他的事业还能因他颠倒黑白的能力蒸蒸日上呢,0.4360874127719998
又要搞文化大革命那一套，直接扣帽子！,-2.43055979073
等结果吧，我总觉得换个角度想想这个事情就会不一样,0.845226433103
几方当事人都不是省油的灯,-0.52476362641
不知道什么时候行刑那个她妈也不是什么好东西，现在这局面她妈也是加害者,-2.338941118056
这男的还是人吗,0.0990274176668
赶紧滚吧,-1.309807122279
有一点我希望大家明白，被“性侵”从来都不是受害者的错，长相和穿着也从来不是成为被“性侵”目标的理由，我们应该在事情未发生之前做好保护，但更应该从小教育孩子们不要去当施暴者。这个社会没有我们想象的这么完美，的正是因为有了黑暗，才能更好的去衬托光明的可贵,4.097696536047901
他是学法的，很了解我国有关的法律漏洞，一切都是计算好的，他曾经还写过有关强奸幼女的文章，指出我国法律漏洞，可怕吧这些人，太可怕了 到目前为止一切走向说不定都是他预测好的 万一最后真被他钻了空子那也太难过了 持续跟进！！！,-6.2137928508139995
这就是很明显的自导自演啊，，那个青春期的小女孩会想和四十多岁的叫自己妈妈的变态结婚？,-0.8224660276729998
今年畜牲格外多,0.0
她14，你45，不是养父女，那就直接按性侵未成年定罪吧,-0.8943492090559999
我就想知道病魔什么时候战胜他,-0.47234212043199997
这个玩意是想尽一切办法给自己往“两人是恋爱关系”上开脱啊……这样的玩意洗不白，性侵就是性侵,-3.01111546034
14至18岁……这个年龄该享受的美好 全被这个恶魔剥夺了，他不配来到人间,5.551847466428
禽兽不如，应该当众烧死,-0.697579967619
这个鲍从很早就开始一步步谋划了，后期出现的很多证据，可能都是他自己制造的。,2.9830256575012997
前几天的评论里有人说过 不要让他钻了法律的空子 不要给他时间 估计后面会演变成女孩是她的女朋友等等 果真……,-1.0177884668082005
不管他给出多少证据，都不能改变他强奸未成年小女孩的事实。,-1.6369670297486998
我昨天就说了：这个渣人处心积虑，自己用两个QQ号对话，早就在几年前就给自己万一败露准备证据了,-4.761631601597
